"artist","song","song_length","session_id","item_in_session"
"Journey","Loved By You","244.06159","410","0"
"O-Zone","Dragostea din tin (ma-ya-hi)","213.7073","776","13"
"The Spinners","It's A Shame","187.27138","758","37"
"Murs","Bad Man!","256.7571","776","14"
"Navajita Platea","Desde Mi Azotea (Version JDK)","261.14567","758","38"
"Basshunter","Boten Anna [Radio edit]","207.0722","776","15"
"Melody Gardot","Some Lessons","322.97751","758","39"
"Maelo Ruiz","Te Va A Doler","292.77995","776","16"
"Aaliyah","At Your Best You Are Love","289.88036","758","40"
"Dwight Yoakam","You're The One","239.3073","776","17"
"Coldplay","Clocks","307.51302","758","41"
"Fragma","Everytime You Need Me (Pulsedriver Remix) (Instrumental)","440.76363","776","18"
"Rihanna","Don't Stop The Music","268.25098","758","42"
"Temple Of The Dog","Hunger Strike","243.9571","776","19"
"Tears For Fears","Head Over Heels","255.34649","758","43"
"Base Ball Bear","Sayonara-Nostalgia","255.60771","776","20"
"Train","Skyscraper","234.50077","758","44"
"Rufus Wainwright","Hallelujah","249.62567","776","21"
"Confederate Railroad","Jesus And Mama (LP Version)","202.57914","758","45"
"Leona Lewis","Forgive Me","203.88526","776","22"
"Panic At The Disco","Behind The Sea [Live In Chicago]","259.29098","758","46"
"Jesse Cook","Byzantium Underground","240.43057","776","26"
"Gorillaz","Feel Good Inc (Album Version)","221.20444","758","47"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","776","27"
"Paramore","The Only Exception (Album Version)","267.65016","758","48"
"Yonder Mountain String Band","Boatman's Dance","297.58649","776","28"
"Nine Inch Nails","Dead Souls (LP Version)","293.69424","776","29"
"Robert Calvert","The Making Of Midgard (2007 Digital Remaster)","140.61669","776","30"
"Abydos","Green's Guidance For A Stategy Adventure Game","76.85179","776","31"
"Karsh Kale","Break of Dawn","446.27546","776","32"
"Machine Head","Halo (Explicit Album Version)","542.58893","776","33"
"Orishas","Quien Te Dijo","247.43138","758","50"
"Common / Vinia Mojica / Roy Hargrove / Femi Kuti","Time Traveling (A Tribute To Fela)","356.07465","776","34"
"Ricardo Montaner","Y Como  Es El","249.41669","758","51"
"Denise Jannah","'Round Midnight","477.04771","776","35"
"Loudon Wainwright III","I Suppose","147.74812","758","52"
"Seeed","Ding (Thing Feat. Saian Supa Crew)","192.80934","758","53"
"Yung Berg","Do That There (featuring Dude 'N Nem)","230.63465","758","54"
"My Chemical Romance","I'm Not Okay (I Promise) (Live From Sessions@AOL)","184.71138","789","0"
"Country Joe & The Fish","Rockin Round The World","294.76526","758","55"
"Linkin Park","What I've Done (Album Version)","208.92689","789","1"
"Emiliana Torrini","Me And Armini","257.67138","758","56"
"Viola","Nostalgia Amnesia","260.25751","758","57"
"Panic At The Disco","Folkin' Around [Live In Chicago]","114.31138","758","58"
"Travis","Good Feeling","204.7473","758","59"
"Kings Of Leon","Revelry","201.79546","758","60"
"The Darkness","One Way Ticket [Radio Edit]","206.81098","758","61"
"Florence + The Machine","You've Got The Love","168.64608","758","62"
"Gustavo Cerati","Uno Entre 1000","249.44281","248","1"
"Limp Bizkit","Behind Blue Eyes","270.49751","248","2"
"Mikel Erentxun","Frases Mudas","178.83383","252","1"
"The Gerbils","(iii)","27.01016","250","0"
"AFI","Girl's Not Grey","190.45832","250","1"
"Lhasa De Sela","De cara a la pared","256.10404","240","1"
"J.J. Cale","Crazy Mama","150.80444","240","2"
"Brian Eno","An Ending (Ascent) (2005 Digital Remaster)","265.82159","240","3"
"Hot Hot Heat","Soldier In A Box (Album Version)","190.01424","240","4"
"ATB","You're Not Alone","209.26649","278","0"
"Mt. St. Helens Vietnam Band","A Year Or Two","253.6224","278","1"
"Becky","Kimi e","245.62893","278","2"
"Franz Ferdinand","This Fire","254.69342","278","3"
"Creedence Clearwater Revival","It's Just A Thought","230.94812","278","4"
"Paul Stanley","Live To Win","187.32363","279","1"
"Benga","Pleasure","314.64444","191","0"
"Basshunter","Why","190.17098","191","1"
"Kings Of Leon","Use Somebody","231.81016","191","2"
"Slim Dusty","Long Black Road","198.922","300","0"
"Dido","I'm No Angel","235.57179","215","0"
"Lifehouse","You And Me (Wedding Version)","195.47383","215","1"
"Gary U.S. Bonds","Angelyne","243.25179","215","2"
"Throw Me The Statue","Noises","189.85751","215","3"
"Steely Dan","Deacon Blues","457.89995","206","0"
"Arctic Monkeys","Old Yellow Bricks","191.26812","211","1"
"Sade","Hang On To Your Love","271.96036","211","2"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","251","0"
"Vinnie Vincent Invasion","Ashes To Ashes (2003 Digital Remaster)","303.12444","291","0"
"Hellogoodbye;Elliott Yamin","Here (In Your Arms) (Radio Edit)","218.38322","33","3"
"Kanye West","Stronger","311.92771","33","4"
"Interpol","Narc","247.66649","33","5"
"Eminem","The Real Slim Shady","284.18567","33","6"
"Carla Bruni","Quelqu'un M'a Dit (Album Version)","163.02975","130","2"
"Toby Keith","You Ain't Leavin' (Thank God Are Ya)","192.31302","130","3"
"Dim Chris_ Thomas Gold","Self Control (Laurent Wolf & Anton Wick)","504.60689","126","0"
"Blue Rodeo","Hasn't Hit Me Yet","310.9873","130","4"
"Evanescence","Bring Me To Life","237.11302","305","1"
"BeyoncÃÂ©","I'd Rather Go Blind","190.06649","130","5"
"Lupe Fiasco","Hurt Me Soul (Explicit Album Version)","262.89587","126","1"
"Deadmau5","Moar Ghosts 'n' Stuff","296.64608","305","2"
"Daft Punk","Face To Face / Short Circuit","295.13098","130","6"
"Jay-Jay Johanson","Tell Me When The Party's Over/Prequiem","381.43955","126","2"
"Gigi D'agostino","Emotions","241.73669","305","3"
"Great Lake Swimmers","Falling Into the Sky","185.46893","130","7"
"Linkin Park","Lying From You (Album Version)","175.38567","305","4"
"the bird and the bee","My Love","225.17506","130","8"
"Martine McCutcheon","The Lady Is A Tramp (From 'Babes In Arms')","185.05098","126","3"
"Justin Bieber","Love Me","191.55546","305","5"
"Leo GarcÃÂ­a","Nadie Salva","160.91383","266","0"
"Matt Redman","You Never Let Go","289.35791","130","9"
"Coldplay","Yellow","268.38159","266","1"
"DHT Feat. EdmÃÂ©e","Listen To Your Heart","229.98159","130","10"
"Tarkan","Simarik","194.16771","130","11"
"The Rifles","For The Meantime","147.87873","130","12"
"The Killers","Human","491.57179","130","13"
"J. Geils Band","Love Stinks","224.44363","126","5"
"Shakira","Pienso En Ti","148.1922","126","6"
"Radiohead","(Nice Dream)","231.91465","130","14"
"Muse","Uprising","304.84853","130","15"
"Spoon","The Underdog (Album version)","222.32771","312","0"
"Blind Pilot","Things I Cannot Recall","195.39546","312","1"
"Delirious?","History Maker","397.26975","312","2"
"Incubus","Love Hurts","237.06077","293","0"
"No Te Va Gustar","No Llegas A MÃÂ­","162.95138","293","1"
"Radiohead","There_ There","321.27955","293","2"
"Nas","Black President","268.7473","293","3"
"Samajona","Shake Your Body","178.36363","293","4"
"Chicane","Love On The Run","218.33098","293","5"
"Lupe Fiasco","American Terrorist [feat. Matthew Santos] (Explicit Album Version)","280.52853","293","6"
"Madonna","Beautiful Stranger","260.75383","293","7"
"Telex","On The Road Again (Pigna People Remix)","352.83546","293","8"
"Modest Mouse","Float On","209.52771","293","9"
"Cassandra Wilson","Dust My Broom","283.0624","322","0"
"Eminem / Dina Rae","Superman","350.11873","293","10"
"Eliza Doolittle","Police Car","200.30649","322","1"
"Vivian Green","Love For Sale","336.43057","293","11"
"Dean Martin","Non Dimenticar","185.83465","293","12"
"Skid Row","Swallow Me (The Real You)","218.64444","293","13"
"Destroy The Runner","Mr. And Mrs. Cuckoldom","232.09751","293","14"
"BjÃÂ¶rk","Undo","348.57751","293","15"
"Green Day","Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version)","213.02812","293","16"
"23 Skidoo","S-Matrix (Part 1 - A Winter Ritual)","236.56444","293","17"
"Thurston Moore","Feathers","139.98975","293","18"
"Irma Thomas","Anyone Who Knows What Love Is (Will Understand)","180.50567","293","21"
"Micatone","Nomad","379.68934","293","22"
"Jonathan Coulton","Still Alive","182.7522","293","23"
"Deftones","The Chauffeur (Remastered Version)","321.98485","293","24"
"Telepopmusik","Love Can Damage Your Health","332.95628","293","25"
"Monsters Of Folk","Dear God (Sincerely M.O.F.)","307.01669","293","26"
"The All-American Rejects","Change Your Mind","220.00281","293","27"
"Masta Killa","Ringing Bells","195.70893","293","28"
"Adelitas Way","Invincible (WWE Superstars Theme Song) (Explicit)","192.26077","293","29"
"Feral Children","Saint","194.5073","293","30"
"Fusebox","My Everything (Lost In Worship Album Version)","246.04689","293","31"
"3OH!3","STILLAROUND [BIGMIX] (Bonus Version)","205.81832","293","32"
"Radiohead","Faust Arp","129.56689","293","33"
"Jaci Velasquez","Something (Album Version)","200.95955","293","34"
"Fernando Ubiergo","Yo Pienso En Ti","173.7922","293","35"
"Air Supply","It's Never Too Late (Album Version)","361.24689","315","0"
"Death Cab for Cutie","Cath... (Album Version)","229.66812","293","36"
"Eminem / Nate Dogg","'Till I Collapse","297.9522","315","1"
"Philippe Rochard","Crumpshit","360.51546","293","37"
"Weezer","Island In The Sun","199.94077","293","38"
"Nando Reis","A Letra ""A","254.6673","293","39"
"Aborted","Skullfuck Crescendo","267.78077","293","40"
"Walter Beasley","Killing Me Softly","287.08526","293","41"
"Enigma","Knocking On Forbidden Doors","262.71302","293","42"
"Neil Diamond","Song Sung Blue","194.40281","293","43"
"Deftones","If Only Tonight We Could Sleep (Remastered Version)","307.3824","293","44"
"Gorillaz","Double Bass","284.94322","293","45"
"Will Young","Leave Right Now","213.55057","293","46"
"Guns N' Roses","Estranged","591.96036","293","47"
"Harmonia","Sehr kosmisch","655.77751","293","48"
"Alanis Morissette","Ironic (Acoustic Album Version)","236.45995","293","49"
"MichÃÂ¨le Arnaud","Chanson Sur Une Seule Note Samba De Uma Nota So","105.50812","293","50"
"Nicola Marchioro","Lumidee","201.1424","293","51"
"Pantera","Cemetary Gates (LP Version)","346.51383","293","53"
"Godsmack","Speak","235.93751","293","54"
"Gorillaz","Clint Eastwood (Explicit)","357.61587","293","55"
"Ray Barretto","Indestructible","251.79383","91","1"
"Usher featuring will.i.am","OMG","395.72853","91","2"
"Mates of State","Parachutes (Funeral Song) (LP Version)","227.36934","293","56"
"Angelo D'Onorio","Ain't No One Like You","399.98649","293","57"
"Silversun Pickups","Panic Switch (UK edit)","253.75302","293","58"
"Blink-182","Always","251.81995","293","59"
"Hank Penny","No Muss No Fuss No Bother","145.34485","293","60"
"Carrie Underwood","So Small","225.20118","293","61"
"Black Box","Fantasy","312.99873","293","62"
"Cloud Cult","Running With the Wolves","213.31546","293","63"
"Cartola","Verde Que Te Quero Rosa","188.65587","293","64"
"Octopus Project","The Way Things Go","422.16444","293","66"
"Peter Tosh","Recruiting Soldiers (2002 Digital Remaster)","267.49342","293","67"
"Alter Bridge","Down To My Last","286.35383","293","68"
"Two Door Cinema Club","Costume Party","207.43791","293","69"
"Ray LaMontagne","Trouble (Album Version)","236.59057","293","70"
"Lady GaGa","Fashion","169.87383","293","71"
"Colt Ford","Huntin' The World","170.84036","293","72"
"Tracy Byrd","Watermelon Crawl","182.02077","293","73"
"Brand New","Noro","386.7424","293","74"
"Creedence Clearwater Revival","Have You Ever Seen The Rain","160.02567","293","75"
"Earth_ Wind & Fire","Pure Gold","280.47628","293","76"
"Fleet Foxes","Tiger Mountain Peasant Song","208.03873","307","0"
"be your own PET","Food Fight!","66.87302","293","77"
"The Killers","When You Were Young","220.89098","293","78"
"Roy Ayers","Searching","240.90077","307","1"
"Rihanna","Take A Bow","229.04118","293","79"
"Andres Calamaro","El Novio Del Olvido","144.5873","293","80"
"Blue States","Walkabout","299.2322","293","81"
"The Black Keys","Act Nice and Gentle","161.85424","293","82"
"Staind","Outside (Original LP Version)","291.65669","293","83"
"James Taylor","Sweet Baby James","253.12608","293","84"
"Moby","Time's Up (Dust Mix)","198.60853","293","85"
"Girl Talk","Hold up","170.73587","293","86"
"Sean Kingston and Justin Bieber","Eenie Meenie","201.9522","293","87"
"Rokia TraorÃÂ©","Zen","274.88608","693","0"
"Camila","Abrazame  (Version Acustica)","230.81751","555","1"
"Carl Thomas","You Ain't Right (Album Version)","196.67546","698","0"
"N.E.R.D.","Provider (Remix Radio Edit)","242.99057","78","0"
"Lil Jon / The East Side Boyz / DJ Flexx","Aww Skeet Skeet","285.30893","589","3"
"Enya","The Sun In The Stream","175.85587","589","4"
"Furthermore","We Need To Talk (She And I Album Version)","278.41261","589","5"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","589","6"
"Crosby_ Stills & Nash","Haven't We Lost Enough?  (LP Version)","186.90567","589","7"
"Passion Pit","Sleepyhead","174.75873","589","8"
"Keith Sweat","Merry Go Round (Remastered Single Version)","295.78404","589","9"
"Mariza","Rosa Branca","166.5824","634","1"
"In Flames","Like you better dead","202.84036","589","10"
"Cute Is What We Aim For","Newport Living (Album Version)","211.33016","634","2"
"The All-American Rejects","Too Far Gone","245.02812","589","11"
"Cam'Ron / Juelz Santana / Un Kasa","Take Em To Church","228.38812","634","3"
"Sick Puppies","Don't Walk Away","227.83955","589","12"
"Rapsusklei","Nube Inerte (con Aniki)","263.96689","589","13"
"Jonezetta","Untitled","35.63057","589","14"
"Cut Copy","A Dream","237.50485","589","15"
"BeyoncÃÂ©","Halo","261.74649","589","16"
"Easy Star All-Stars","Getting Better (feat. The Mighty Diamonds)","198.94812","589","17"
"Blue Man Group","Sing Along [Featuring Dave Matthews]","205.76608","589","18"
"Carpark North","Run","279.2224","589","19"
"The Fleetwoods","Come Softly To Me","146.05016","589","20"
"Radiohead","Let Down","298.13506","589","21"
"Gorillaz","Demon Days","268.45995","589","22"
"Reginald Dixon","Eton Boating Song/Wyoming Lullaby/The Wiffenpoof Song (Baa Baa Baa) (Medley)","188.55138","589","23"
"Gorillaz","Pirate Jet","152.13669","589","24"
"OceanLab","Clear Blue Water","440.842","589","25"
"Macy Gray","Oh Yeah","236.09424","589","26"
"David Bowie","Sorrow (1997 Digital Remaster)","174.41914","690","0"
"Tavares","Don't Take Away The Music","374.09914","589","27"
"The String Cheese Incident","Bigger Isn't Better","392.35873","690","1"
"Pixies","Break My Body","113.78893","511","0"
"Meet Me In St Louis","I've Got Knives In My Eyes I'm Going Home Sick","275.27791","589","28"
"Syd Barrett","Effervescing Elephant","114.65098","589","29"
"Cat Stevens","If You Want To Sing Out_ Sing Out","167.6273","589","30"
"Cosmic Gate","I Feel Wonderful (AM to PM Mix)","652.59057","675","0"
"Spoon","Who Makes Your Money","224.73098","589","31"
"The Dodos","Fools","282.53995","589","32"
"Cartola","Tive Sim","127.242","589","33"
"Supertramp","It's Raining Again","264.38485","589","34"
"The Ruts","West One (Shine On Me)","338.96444","589","35"
"Marisa Monte","Abololo","157.98812","589","36"
"Smile Empty Soul","Bottom of a Bottle (Explicit Album Version)","218.61832","589","37"
"M83","Unrecorded","251.79383","589","38"
"Beats Antique","Roustabout (Bassnectar REMIX)","185.46893","589","39"
"Why?","The Vowels Pt. 2","246.07302","589","40"
"Chris Clark","From Head To Toe","162.11546","589","41"
"The Concretes","On The Radio (Edit)","195.082","589","42"
"BeyoncÃÂ©","Halo","261.74649","589","43"
"Enya","Only Time (Original Version)","218.53995","589","44"
"CÃÂ©line Dion","Ne me plaignez pas","219.37587","589","45"
"Rise Against","Audience Of One","245.96853","589","46"
"Kaiser Chiefs","Ruby","203.07546","589","47"
"Jag Panzer","Reign Of The Tyrants","217.99138","589","48"
"My Chemical Romance","The Ghost Of You (Album Version)","203.41506","589","49"
"Zeromancer","Cupola","360.85506","589","50"
"The Cardigans","Losers","197.38077","589","51"
"Future Rock","Gears","239.90812","589","52"
"Lady GaGa","Alejandro","274.18077","589","53"
"Keyshia Cole","Superstar","227.60444","589","54"
"Big Star","When My Baby's Beside Me","203.51955","589","55"
"Armin van Buuren","Hold On To Me","435.51302","686","1"
"Harmonia","Sehr kosmisch","655.77751","589","56"
"Jermaine Jackson","I Need You","206.8371","589","57"
"The Sons Of the Pioneers","Cool Water","175.59465","589","58"
"TiÃÂ«sto","In The Dark (ft. Christian Burns)","231.73179","589","59"
"U2","Window In The Skies","247.66649","589","60"
"Kanye West / Nas / Really Doe","We Major","448.57424","589","61"
"Radney Foster","Sweet And Wild","288.96608","589","62"
"Binary Star","Solar Powered","268.93016","589","63"
"Eminem","The Real Slim Shady","284.18567","589","64"
